|    name |                T-time | T90 [s] | T90_error [s] |    flux | flux_error |  fluence_1 | fluence_1_error |  fluence_2 | fluence_2_error |  fluence_3 | fluence_3_error |  fluence_4 | fluence_4_error |
|  98091B | 1998-09-18 13:49:57.9 |   0.399 |         0.612 |  0.5388 |     0.0434 | 1.3691e-08 |      3.3316e-09 | 1.5412e-08 |      3.2029e-09 | 1.0488e-07 |      9.5283e-09 | 2.4437e-07 |      1.3987e-07 |
|  98092H | 1998-09-20 13:18:50.3 |   0.523 |         0.222 |  0.5166 |     0.0467 | 1.3269e-08 |      4.5396e-09 | 1.2722e-08 |      3.3586e-09 | 1.0875e-07 |      1.0099e-08 | 1.1373e-06 |      2.1354e-07 |
|  98092A | 1998-09-29 21:51:37.4 |   1.079 |          0.37 |  2.2744 |     0.0551 | 4.5104e-08 |      3.4721e-09 | 8.2943e-08 |      4.0347e-09 | 4.2567e-07 |      1.2573e-08 | 8.0141e-07 |      1.1398e-07 |
|  98100C | 1998-10-05 18:00:26.5 |   0.969 |         0.064 |  3.9268 |     0.0622 | 3.8486e-08 |      4.3698e-09 | 9.4132e-08 |      4.8029e-09 | 9.2009e-07 |      1.5017e-08 |  1.612e-06 |      1.1276e-07 |
|  98100A | 1998-10-09 21:29:21.1 |   1.177 |         0.225 |  0.3739 |     0.0478 | 6.4453e-09 |       4.395e-09 | 1.1444e-08 |      3.4614e-09 |  7.189e-08 |       1.058e-08 | 5.9394e-07 |      1.7893e-07 |
|  98102B | 1998-10-22 23:08:28.7 |   0.966 |         0.131 |  0.8278 |     0.0447 | 1.5045e-08 |      3.6121e-09 | 2.0117e-08 |      3.0822e-09 | 1.8636e-07 |      1.0202e-08 | 1.6896e-06 |       2.011e-07 |
|  98112G | 1998-11-24 20:00:28.4 |   0.092 |         0.042 |  0.3963 |     0.0455 | 5.0362e-09 |       3.296e-09 | 1.1659e-08 |       3.385e-09 | 8.0677e-08 |      1.0123e-08 | 8.7616e-08 |      9.5308e-08 |
|  98122D | 1998-12-26 10:47:04.2 |   1.664 |         0.143 |  7.3842 |      0.078 | 3.1581e-07 |      8.7085e-09 | 4.4451e-07 |      7.4906e-09 | 1.2429e-06 |      1.9651e-08 | 1.0819e-06 |      1.3698e-07 |
|  98122C | 1998-12-27 18:44:56.4 |   0.767 |         0.456 |  0.8143 |     0.0507 | 5.6524e-09 |      3.3711e-09 | 2.6099e-08 |      4.1687e-09 | 1.8683e-07 |      1.3859e-08 | 4.3711e-07 |      1.4793e-07 |
|  98122A | 1998-12-29 09:23:05.8 |   1.606 |         2.464 |  0.5479 |     0.0545 | 1.2173e-08 |      3.7299e-09 | 1.4043e-08 |      4.0195e-09 | 1.2571e-07 |      1.2442e-08 | 5.1919e-07 |      2.0738e-07 |
|  98123B |   1998-12-31 23:08:20 |   0.262 |         0.037 |  0.7731 |     0.0446 | 1.2017e-08 |      3.5377e-09 | 1.8008e-08 |      3.0382e-09 | 1.6684e-07 |      9.9459e-09 | 5.5945e-08 |      7.6594e-08 |
|  99010H | 1999-01-02 09:33:45.7 |   0.154 |         0.012 |  0.5853 |     0.0535 | 1.1333e-08 |      4.5019e-09 | 7.2945e-09 |      3.6865e-09 | 1.5413e-07 |      1.2723e-08 |  1.018e-06 |      2.9608e-07 |
|  99010F | 1999-01-03 09:49:37.1 |   1.141 |         0.485 |  0.5975 |     0.0468 | 6.4135e-09 |      4.1172e-09 | 2.0521e-08 |      4.6817e-09 | 1.2825e-07 |      1.4325e-08 | 6.5662e-07 |      2.0401e-07 |
|   99012 | 1999-01-23 13:19:42.3 |   0.364 |         0.343 |  0.5835 |     0.0525 | 1.2948e-08 |      4.5769e-09 | 1.3233e-08 |      3.9672e-09 | 1.2781e-07 |      1.1081e-08 | 1.3849e-06 |      1.9891e-07 |
|   99012 | 1999-01-26 14:24:03.9 |   0.249 |         0.004 |  2.0062 |     0.0583 | 2.7612e-08 |      3.7666e-09 | 4.2761e-08 |      3.5752e-09 | 4.5934e-07 |      1.4233e-08 | 8.6805e-06 |       3.441e-07 |
|   99012 | 1999-01-29 17:24:11.4 |   1.856 |         0.345 |  0.2886 |     0.0448 | 9.4761e-09 |      4.1314e-09 | 1.4975e-08 |      4.1524e-09 | 7.8501e-08 |      1.1873e-08 |        0.0 |       1.068e-07 |
|   99012 | 1999-01-29 03:41:38.9 |   0.448 |         0.091 |   0.128 |     0.0406 |        0.0 |      2.7311e-09 | 4.7558e-09 |      3.1588e-09 | 2.4658e-08 |      1.0155e-08 | 4.5962e-07 |       1.957e-07 |
|   99020 | 1999-02-02 15:38:08.6 |    0.89 |         0.139 |   0.848 |     0.0545 | 4.5805e-08 |      6.1026e-09 | 5.7082e-08 |      5.9103e-09 | 9.7379e-08 |      1.6275e-08 | 4.2846e-08 |      1.3846e-07 |
|   99020 | 1999-02-02 03:35:32.8 |   0.099 |         0.007 |  0.7169 |     0.0516 | 2.0354e-08 |      4.4927e-09 | 2.3502e-08 |      3.7453e-09 | 1.3842e-07 |      1.1106e-08 | 9.4269e-07 |      1.6903e-07 |
|   99020 | 1999-02-06 15:51:01.6 |   0.311 |         0.073 |  1.1761 |     0.0513 |  2.236e-08 |      3.6061e-09 | 3.6679e-08 |      3.7445e-09 | 2.3139e-07 |      1.1057e-08 | 3.8838e-07 |      1.1113e-07 |
|   99020 | 1999-02-08 04:12:44.9 |   1.247 |         0.077 |  2.5234 |     0.0678 | 5.6435e-08 |      5.5257e-09 | 8.6507e-08 |      5.8959e-09 | 7.3128e-07 |      2.0301e-08 | 6.4273e-06 |      3.2019e-07 |
|   99022 |   1999-02-25 15:03:54 |   0.399 |         0.395 |  0.9014 |     0.0521 | 1.7836e-08 |      4.3967e-09 | 2.5029e-08 |      3.9635e-09 |  2.021e-07 |      1.1653e-08 | 4.0681e-07 |      1.2185e-07 |
|   99030 | 1999-03-02 07:28:43.6 |   0.576 |         0.143 |  0.5084 |     0.0675 | 2.0683e-08 |      5.5878e-09 |  1.757e-08 |      4.5618e-09 | 9.1783e-08 |      1.4861e-08 | 4.4922e-07 |      2.5406e-07 |
|   99030 | 1999-03-04 22:28:33.8 |   0.392 |         0.262 |  0.5954 |     0.0496 | 1.8665e-08 |      4.4973e-09 | 2.7219e-08 |      3.8451e-09 |  9.215e-08 |      9.9139e-09 | 1.4808e-07 |       9.376e-08 |
|   99030 | 1999-03-05 18:30:11.8 |   0.987 |         0.705 |  0.8478 |     0.0549 | 2.0111e-08 |      4.3749e-09 | 4.7224e-08 |      4.3039e-09 | 1.2762e-07 |      1.1705e-08 | 3.0762e-08 |      7.4782e-08 |
|   99030 | 1999-03-06 19:54:19.2 |   0.476 |          2.75 |  0.2104 |     0.0477 |  2.283e-09 |      3.1334e-09 | 8.6637e-09 |      3.5794e-09 | 3.8014e-08 |      1.0707e-08 | 2.9052e-08 |      8.6825e-08 |
|  99031E | 1999-03-15 16:35:30.6 |   1.958 |         0.066 |  1.5734 |     0.0509 | 4.0018e-08 |       5.895e-09 |  6.299e-08 |       6.352e-09 | 6.5834e-07 |      2.0421e-08 | 3.0077e-06 |      3.1154e-07 |
|  99033B | 1999-03-30 04:39:51.6 |   0.839 |          0.26 |  0.2674 |      0.041 | 8.8224e-09 |      3.7237e-09 | 1.2222e-08 |      3.1663e-09 | 3.8879e-08 |      8.1902e-09 | 7.9207e-08 |      9.7936e-08 |
|  99040C | 1999-04-04 11:07:19.6 |   0.384 |         0.143 |  0.2921 |     0.0434 | 4.8623e-09 |      2.8595e-09 | 1.1109e-08 |      3.1705e-09 | 4.9576e-08 |      9.4291e-09 | 6.0287e-08 |      1.0271e-07 |
|   99042 | 1999-04-23 02:21:06.2 |   1.973 |         1.284 |  0.3356 |     0.0426 | 4.1145e-09 |      4.4205e-09 | 1.1039e-08 |      4.5474e-09 | 9.0069e-08 |      1.3995e-08 | 6.8816e-07 |      2.3399e-07 |
|  99050G | 1999-05-04 12:11:47.7 |   1.011 |           0.1 |  0.8956 |     0.0564 | 1.4218e-08 |      3.5165e-09 | 4.2747e-08 |      4.3416e-09 |  1.609e-07 |      1.2901e-08 | 5.9169e-07 |      1.4367e-07 |
|  99050A | 1999-05-08 17:33:15.9 |   0.604 |         0.443 |  0.3262 |     0.0427 | 1.5472e-09 |      2.7763e-09 | 1.2193e-08 |      2.9035e-09 |   6.44e-08 |      1.0643e-08 | 6.3648e-08 |      9.4793e-08 |
|  99052C | 1999-05-27 03:32:40.5 |    0.42 |         0.128 |  0.1565 |     0.0421 | 1.6948e-09 |      2.8572e-09 | 4.5052e-09 |      3.0965e-09 | 3.3357e-08 |      9.4887e-09 |  7.458e-08 |      1.1799e-07 |
|  99060D | 1999-06-03 23:09:28.8 |   0.787 |         0.477 |  0.3987 |     0.0442 | 7.4346e-09 |      3.1824e-09 | 1.9067e-08 |      3.5953e-09 | 5.9685e-08 |       9.695e-09 | 3.1411e-08 |      7.7405e-08 |
|   99061 | 1999-06-10 12:25:47.5 |   0.276 |          0.07 |  0.5429 |     0.0469 | 6.1151e-09 |      3.4287e-09 | 1.4796e-08 |      3.5444e-09 | 1.1601e-07 |      1.0779e-08 | 1.2283e-07 |      9.5139e-08 |
|   99070 | 1999-07-01 21:32:05.4 |   0.384 |         0.143 |  0.7109 |      0.056 | 6.3198e-09 |       3.349e-09 | 2.7233e-08 |      4.0749e-09 | 1.3106e-07 |      1.2969e-08 | 4.9525e-07 |      1.4022e-07 |
|  99072G | 1999-07-20 21:05:40.3 |   0.945 |         0.086 |  3.2379 |     0.0625 | 5.7565e-08 |      4.1557e-09 |  1.546e-07 |      5.1937e-09 | 5.6885e-07 |      1.5268e-08 | 2.1558e-07 |       1.102e-07 |
|  99081F | 1999-08-10 07:24:53.4 |   0.118 |         0.028 |  0.5096 |     0.0455 | 1.0725e-08 |      3.3355e-09 |  2.295e-08 |      3.4897e-09 | 8.1957e-08 |      9.5936e-09 |  5.911e-07 |      1.4397e-07 |
|  99081C | 1999-08-14 21:40:24.1 |   1.016 |         0.556 |  0.5939 |     0.0498 | 1.2777e-08 |      5.0606e-09 |  2.317e-08 |      4.0424e-09 | 1.2046e-07 |      1.2604e-08 | 2.4531e-07 |      1.4446e-07 |
|  99082E | 1999-08-24 03:57:10.3 |   0.894 |         0.493 |  0.6095 |     0.0454 | 1.8788e-08 |      5.8055e-09 | 1.8907e-08 |      4.5161e-09 | 1.2922e-07 |      1.2259e-08 |        0.0 |       7.953e-08 |
|  99090C | 1999-09-06 17:49:40.6 |   0.174 |         0.004 |  0.4133 |     0.0444 | 1.5544e-08 |      3.4274e-09 |  1.997e-08 |      3.4507e-09 | 5.6101e-08 |      9.1117e-09 | 1.2328e-08 |      5.8478e-08 |
|   99100 | 1999-10-02 22:49:03.4 |   1.918 |         1.995 |  2.0421 |     0.0534 | 9.1376e-08 |      4.4534e-09 | 1.1724e-07 |      4.0762e-09 | 2.4842e-07 |      9.8301e-09 | 1.6867e-07 |       7.265e-08 |
|   99100 | 1999-10-05 03:29:52.7 |   0.164 |         0.012 |  1.0166 |     0.0534 | 1.6148e-08 |      3.8014e-09 | 2.0655e-08 |      3.9152e-09 | 2.3238e-07 |      1.1758e-08 | 2.0203e-06 |      1.9501e-07 |
|   99100 | 1999-10-07 01:49:27.6 |   1.093 |          0.04 |  2.5465 |     0.0593 |  5.537e-08 |       4.541e-09 | 8.2355e-08 |      5.0102e-09 | 6.4441e-07 |      1.6037e-08 | 4.9384e-06 |      2.4524e-07 |
|   99101 | 1999-10-12 04:34:56.6 |   0.124 |         0.425 |  0.1726 |     0.0456 | 1.0674e-08 |      4.2223e-09 | 7.6424e-09 |      3.7303e-09 | 2.9886e-08 |      9.4556e-09 | 7.9844e-08 |      1.3531e-07 |
|  99102H | 1999-10-20 13:40:21.8 |   0.564 |         0.164 |   1.291 |     0.0513 | 1.0639e-07 |      6.6054e-09 |  7.973e-08 |       4.203e-09 | 1.5033e-07 |      1.0558e-08 | 2.0823e-07 |      1.1365e-07 |
|  99102A | 1999-10-29 06:16:30.2 |   0.896 |         0.085 |  0.4762 |     0.0488 | 2.6293e-09 |      4.4433e-09 | 2.4576e-08 |        5.53e-09 | 1.0856e-07 |      1.6584e-08 |        0.0 |      1.0858e-07 |
|  99121E | 1999-12-11 04:34:41.5 |   0.512 |         0.202 |  0.9197 |      0.049 | 1.1314e-08 |      3.0096e-09 | 2.7124e-08 |      3.5259e-09 | 2.1228e-07 |      1.1984e-08 | 3.2967e-06 |      2.1718e-07 |
|  99121A | 1999-12-19 18:30:21.2 |   1.856 |         0.707 |  1.5264 |     0.0562 | 1.8395e-08 |      4.0603e-09 | 8.4026e-08 |      5.6861e-09 | 5.1957e-07 |      1.8284e-08 | 4.8069e-07 |      1.4495e-07 |
|  99122C | 1999-12-28 04:28:02.7 |   0.422 |         0.064 |  0.4848 |     0.0459 | 1.5629e-08 |      3.6563e-09 | 1.7071e-08 |      3.5335e-09 | 8.3099e-08 |      9.5516e-09 | 2.3707e-08 |      6.9597e-08 |
