| Swift name | Swift ID | BAT Trigger-time | BAT RA | BAT Dec | BAT Error-radius | BAT T90 | BAT Phoflux | BAT Phoflux_error | BAT fluence | BAT fluence_error |
|    090831C |    90831 |           21.507 |   7.22 | -25.112 |              1.6 |     3.3 |         0.5 |               0.1 |         1.5 |               0.2 |
|    090815C |    90815 |           23.361 |  4.299 | -65.943 |              2.0 |     0.6 |         0.6 |               0.2 |        0.44 |               0.1 |
|    090814A |    90814 |            0.872 | 15.974 |  25.586 |              1.5 |    80.0 |         0.6 |               0.2 |        13.0 |               1.5 |
|     090813 |    90813 |            4.179 | 15.004 |  88.571 |              1.0 |     7.1 |         8.5 |               0.5 |        13.0 |               0.8 |
|     090812 |    90812 |            6.036 | 23.547 | -10.609 |              0.8 |    66.7 |         3.6 |               0.2 |        58.0 |               1.5 |
|     090809 |    90809 |           17.521 | 21.911 |  -0.083 |              1.5 |     5.4 |         1.1 |               0.2 |         3.4 |               0.4 |
|     090807 |    90807 |           15.008 | 18.249 |  10.279 |              1.4 |   140.8 |         0.7 |               0.2 |        22.0 |               1.5 |
|     090728 |    90728 |           14.762 |  1.976 |  41.632 |              1.4 |    59.0 |         1.0 |               0.2 |        10.0 |               1.5 |
|     090727 |    90727 |           22.705 | 21.061 |  64.937 |              1.7 |   302.0 |         0.5 |               0.1 |        14.0 |               1.5 |
|     090726 |    90726 |           22.708 | 16.579 |  72.866 |              1.3 |    67.0 |         0.7 |               0.2 |         8.6 |               0.8 |
|    090715B |    90715 |           21.054 | 16.756 |  44.837 |              0.8 |   266.0 |         3.8 |               0.2 |        57.0 |               1.5 |
|    090715A |    90715 |           17.428 |  10.14 |  10.006 |              1.8 |    63.0 |         3.9 |               0.4 |         9.8 |               1.7 |
|     090712 |    90712 |            3.851 |  4.673 |  22.525 |              1.2 |   145.0 |         0.9 |               0.2 |        40.0 |               2.3 |
|    090709B |    90709 |           15.128 |  6.235 |  64.081 |              1.4 |    27.2 |         2.1 |               0.3 |        15.0 |               1.5 |
|    090709A |    90709 |            7.643 |  19.33 |  60.728 |              0.8 |    89.0 |         7.8 |               0.2 |       257.0 |               2.3 |
|     090708 |    90708 |            3.638 | 10.309 |  26.616 |              1.3 |    15.0 |         1.3 |               0.2 |         6.9 |               0.8 |
|     090628 |    90628 |           21.337 | 15.803 | -15.969 |              1.3 |    20.1 |         1.5 |               0.2 |         7.0 |               0.6 |
|    090621B |    90621 |           22.124 | 20.897 |  69.034 |              1.3 |    0.14 |         3.9 |               0.4 |         0.7 |               0.1 |
|     090618 |    90618 |            8.475 | 19.601 |  78.352 |              0.3 |   113.2 |        38.9 |               0.6 |      1050.0 |               7.6 |
|     090607 |    90607 |            5.505 | 12.746 |  44.108 |              1.4 |     2.3 |         0.7 |               0.1 |         1.1 |               0.2 |
|    090531B |    90531 |           18.599 | 16.805 | -36.015 |              1.6 |    80.0 |        1.25 |               0.1 |         7.1 |               0.7 |
|    090531A |    90531 |            1.755 | 11.911 |   7.824 |              0.8 |    32.0 |         1.3 |               0.2 |        13.0 |               0.8 |
|     090530 |    90530 |            3.305 |  11.96 |   26.59 |              1.4 |    48.0 |         2.5 |               0.2 |        11.0 |               0.8 |
|     090519 |    90519 |           21.149 |  9.488 |    0.19 |              1.5 |    64.0 |         0.6 |               0.2 |        12.0 |               0.8 |
|     090518 |    90518 |            1.912 |  7.997 |   0.778 |              0.9 |     6.9 |         2.4 |               0.2 |         4.7 |               0.3 |
|    090516A |    90516 |            8.464 |  9.216 | -11.848 |              1.1 |   210.0 |         1.6 |               0.2 |        90.0 |               4.5 |
|     090515 |    90515 |            4.752 | 10.944 |  14.469 |              1.6 |   0.036 |         5.7 |               0.7 |         0.2 |               0.0 |
|     090510 |    90510 |            0.383 | 22.237 | -26.598 |              1.3 |     0.3 |         9.7 |               0.8 |         3.4 |               0.3 |
|     090509 |    90509 |            5.168 | 16.095 | -28.385 |              1.6 |   335.0 |         1.5 |               0.2 |        33.0 |               3.0 |
|    090429B |    90429 |            5.501 | 14.045 |  32.167 |              1.0 |     5.5 |         1.6 |               0.2 |         3.1 |               0.2 |
|    090429A |    90429 |            4.894 |  6.038 | -52.389 |              1.3 |   188.0 |         0.6 |               0.1 |        10.0 |               1.5 |
|     090426 |    90426 |           12.813 | 12.605 |  32.978 |              1.3 |     1.2 |         2.4 |               0.2 |         1.8 |               0.2 |
|     090424 |    90424 |           14.202 | 12.635 |  16.829 |              0.8 |    48.0 |        71.0 |               1.5 |       210.0 |               0.0 |
|     090423 |    90423 |            7.922 |  9.926 |  18.165 |              0.8 |    10.3 |         1.7 |               0.2 |         5.9 |               0.3 |
|     090422 |    90422 |            3.588 |  19.65 |  40.398 |              1.5 |     8.5 |         1.7 |               0.2 |         2.3 |               0.3 |
|     090419 |    90419 |           13.725 | 13.134 | -75.615 |              1.6 |   450.0 |         0.4 |               0.1 |        25.0 |               1.5 |
|    090418A |    90418 |           11.128 | 17.955 |  33.407 |              1.1 |    56.0 |         1.9 |               0.2 |        46.0 |               1.5 |
|    090417A |    90417 |            13.29 |  2.333 |  -7.141 |              2.1 |   0.072 |         3.6 |               0.8 |        0.19 |               0.0 |
|     090410 |    90410 |           16.964 |  22.33 |  15.419 |              1.4 |   165.0 |         1.9 |               0.1 |        56.0 |               1.5 |
|     090407 |    90407 |           10.474 |  4.599 | -12.684 |              1.7 |   310.0 |         0.6 |               0.1 |        11.0 |               1.5 |
|     090404 |    90404 |           15.942 | 15.949 |  35.518 |              0.8 |    84.0 |         1.9 |               0.2 |        30.0 |               0.8 |
|    090401B |    90401 |             8.59 |   6.34 |  -8.963 |              0.8 |   183.0 |        23.1 |               0.4 |       100.0 |               0.0 |
|    090401A |    90401 |            0.016 | 23.395 |  29.762 |              0.8 |   112.0 |        10.9 |               0.4 |       110.0 |               0.0 |
|     090313 |    90313 |            9.108 | 13.227 |   8.086 |              1.7 |    79.0 |         0.8 |               0.2 |        14.0 |               1.5 |
|    090309A |    90309 |           23.487 | 18.999 | -25.274 |              1.7 |     3.0 |         0.9 |               0.2 |         1.3 |               0.2 |
|    090308A |    90308 |           18.023 | 12.236 | -48.754 |              2.6 |    48.0 |         0.1 |               0.0 |         2.6 |               0.5 |
|    090307A |    90307 |            3.777 | 16.334 | -28.647 |              2.5 |    22.0 |         0.2 |               0.1 |         2.6 |               0.5 |
|    090305A |    90305 |            5.331 | 16.118 | -31.572 |              1.7 |     0.4 |         1.9 |               0.3 |        0.75 |               0.1 |
|    090301A |    90301 |            6.932 | 22.543 |  26.639 |              0.8 |    41.0 |        18.7 |               0.5 |       230.0 |               2.3 |
|     090205 |    90205 |           23.054 | 14.728 | -27.848 |              1.5 |     8.8 |         0.5 |               0.1 |         1.9 |               0.2 |
|     090201 |    90201 |           17.784 |  6.137 | -46.604 |              0.8 |    83.0 |        14.7 |               0.8 |       300.0 |               7.6 |
|     090129 |    90129 |           21.121 |  17.94 | -32.793 |              0.8 |    17.5 |         3.7 |               0.2 |        21.0 |               0.8 |
|     090123 |    90123 |            7.866 |  0.453 | -23.503 |              1.1 |   131.0 |         1.7 |               0.2 |        29.0 |               1.5 |
|     090113 |    90113 |           18.678 |  2.138 |  33.436 |              0.8 |     9.1 |         2.5 |               0.2 |         7.6 |               0.3 |
|     090111 |    90111 |           23.972 | 16.777 |   0.067 |              1.1 |    24.8 |         0.9 |               0.2 |         6.2 |               0.5 |
|    090107A |    90107 |            4.801 | 20.161 |   4.744 |              1.8 |    12.2 |         1.1 |               0.2 |         2.3 |               0.4 |
|     090102 |    90102 |            2.929 |   8.55 |  33.107 |              1.1 |    27.0 |         5.5 |               0.6 |        0.68 |               0.0 |
|     081230 |    81230 |           20.603 |  2.489 | -25.145 |              1.1 |    60.7 |         0.7 |               0.1 |         8.2 |               0.6 |
|     081228 |    81228 |            1.294 |  2.632 |  30.833 |              1.7 |     3.0 |         0.6 |               0.1 |        0.89 |               0.1 |
|    081226A |    81226 |             1.06 |  8.032 | -69.014 |              1.6 |     0.4 |         2.4 |               0.3 |        0.99 |               0.1 |
|     081222 |    81222 |              4.9 |  1.517 | -34.095 |              0.8 |    24.0 |         7.7 |               0.2 |        48.0 |               0.8 |
|     081221 |    81221 |           16.353 |  1.053 | -24.542 |              0.8 |    34.0 |        18.2 |               0.4 |       181.0 |               2.3 |
|    081211A |    81211 |           11.803 | 21.872 | -33.818 |              1.7 |     3.5 |         0.8 |               0.2 |         1.3 |               0.2 |
|     081210 |    81210 |           20.326 |  4.699 | -11.263 |              0.8 |   146.0 |         2.5 |               0.2 |        18.0 |               1.5 |
|    081203A |    81203 |           13.953 | 15.538 |  63.514 |              0.8 |   294.0 |         2.9 |               0.2 |        77.0 |               2.3 |
|     081128 |    81128 |           17.312 |  1.387 |  38.123 |              0.8 |   100.0 |         1.3 |               0.2 |        23.0 |               1.5 |
|     081127 |    81127 |            7.086 | 22.138 |   6.858 |              1.8 |    37.0 |         0.6 |               0.2 |         4.9 |               0.8 |
|     081126 |    81126 |           21.569 | 21.568 |  48.714 |              0.8 |    54.0 |         3.7 |               0.2 |        33.0 |               0.8 |
|     081121 |    81121 |           20.592 |  5.952 | -60.612 |              1.1 |    14.0 |         4.4 |               0.8 |        41.0 |               2.3 |
|     081118 |    81118 |           14.943 |  5.505 | -43.305 |              1.2 |    67.0 |         0.6 |               0.2 |        12.0 |               0.8 |
|    081109A |    81109 |            7.035 | 22.053 | -54.711 |              0.8 |   190.0 |         1.1 |               0.0 |        36.0 |               1.5 |
|     081104 |    81104 |            9.578 |    6.7 | -54.722 |              1.0 |    59.1 |         1.0 |               0.2 |        20.0 |               1.5 |
|     081102 |    81102 |           17.744 | 22.079 |  52.991 |              0.8 |    63.0 |         1.4 |               0.2 |        23.0 |               1.5 |
|     081101 |    81101 |           11.775 |  6.389 |  -0.112 |              1.3 |     0.2 |         3.6 |               0.4 |        0.62 |               0.1 |
|     081029 |    81029 |            1.732 | 23.118 | -68.179 |              1.7 |   270.0 |         0.5 |               0.2 |        21.0 |               1.5 |
|    081028A |    81028 |            0.417 |  8.126 |   2.305 |              0.9 |   260.0 |         0.5 |               0.1 |        37.0 |               1.5 |
|     081025 |    81025 |            8.367 | 16.353 |  60.466 |              2.2 |    23.0 |         1.3 |               0.2 |        19.0 |               1.5 |
|    081024A |    81024 |            5.883 |  1.859 |  61.352 |              1.3 |     1.8 |         1.1 |               0.1 |         1.2 |               0.2 |
|     081022 |    81022 |           14.397 | 15.106 |  12.409 |              1.1 |   160.0 |         0.6 |               0.1 |        25.0 |               1.5 |
|     081017 |    81017 |           23.637 | 15.347 |  -32.79 |              1.7 |   320.0 |        0.07 |               0.0 |        14.0 |               1.5 |
|    081016B |    81016 |           19.787 |  0.972 | -43.536 |              1.7 |     2.6 |         0.5 |               0.1 |        0.99 |               0.1 |
|     081012 |    81012 |           13.173 |  2.012 | -17.627 |              1.4 |    29.0 |         1.0 |               0.2 |        11.0 |               0.8 |
|     081011 |    81011 |            0.481 | 14.691 |  33.548 |              1.7 |     9.0 |         0.4 |               0.1 |         1.6 |               0.2 |
|     081008 |    81008 |           19.969 | 18.665 | -57.433 |              0.8 |   185.5 |         1.3 |               0.1 |        43.0 |               1.5 |
|     081007 |    81007 |            5.398 | 22.664 | -40.146 |              1.1 |    10.0 |         2.6 |               0.3 |         7.1 |               0.6 |
|     080928 |    80928 |           15.026 |  6.337 | -55.176 |              1.7 |   280.0 |         2.1 |               0.1 |        25.0 |               1.5 |
|     080919 |    80919 |            0.087 | 17.681 | -42.375 |              1.4 |     0.6 |         1.2 |               0.2 |        0.72 |               0.1 |
|    080916B |    80916 |           14.746 | 10.909 |  69.061 |              1.6 |    32.0 |         0.6 |               0.2 |         6.3 |               0.7 |
|    080916A |    80916 |            9.756 | 22.419 | -57.026 |              0.8 |    60.0 |         2.7 |               0.2 |        40.0 |               0.8 |
|    080915B |    80915 |           15.893 | 14.206 | -11.491 |              0.8 |     3.9 |         8.5 |               0.2 |         9.9 |               0.5 |
|    080915A |    80915 |            0.047 |  1.194 | -76.042 |              1.8 |    14.0 |         0.5 |               0.1 |         2.3 |               0.4 |
|     080913 |    80913 |            6.782 |  4.383 | -25.127 |              1.1 |     8.0 |         1.4 |               0.2 |         5.6 |               0.5 |
|     080906 |    80906 |           13.554 | 15.204 |  -80.54 |              1.3 |   147.0 |         1.0 |               0.2 |        35.0 |               1.5 |
|    080905B |    80905 |           16.929 | 20.116 | -62.568 |              1.4 |   128.0 |         0.5 |               0.1 |        18.0 |               1.5 |
|    080905A |    80905 |           11.982 | 19.178 | -18.865 |              1.6 |     1.0 |         1.3 |               0.2 |         1.4 |               0.2 |
|     080903 |    80903 |            1.206 |  5.786 |  51.256 |              0.8 |    66.0 |         0.8 |               0.1 |        14.0 |               0.8 |
|    080822B |    80822 |           21.048 |  4.237 |   25.76 |              2.7 |    64.0 |        0.06 |               0.0 |         1.7 |               0.5 |
|     080810 |    80810 |            13.17 | 23.786 |    0.31 |              0.9 |   106.0 |         2.0 |               0.2 |        46.0 |               1.5 |
|     080805 |    80805 |            7.693 | 20.949 | -62.433 |              0.8 |    78.0 |         1.1 |               0.1 |        25.0 |               0.8 |
|     080804 |    80804 |           23.337 | 21.912 | -53.189 |              0.9 |    34.0 |         3.1 |               0.3 |        36.0 |               1.5 |
|     080802 |    80802 |           15.206 | 18.049 | -32.329 |              1.2 |   176.0 |         0.3 |               0.0 |        13.0 |               1.5 |
|    080727C |    80727 |           23.126 |  2.176 |   64.13 |              0.8 |    79.7 |         2.3 |               0.2 |        52.0 |               1.5 |
|    080727B |    80727 |            8.223 | 18.458 |   1.173 |              0.8 |     8.6 |         7.6 |               0.2 |        31.0 |               0.8 |
|    080727A |    80727 |            5.961 | 13.894 | -18.572 |              1.8 |     4.9 |         0.3 |               0.2 |         1.3 |               0.2 |
|     080725 |    80725 |           10.437 |  8.113 | -13.984 |              1.0 |   120.0 |         2.3 |               0.2 |        37.0 |               1.5 |
|    080723A |    80723 |            4.323 | 18.297 |   -6.91 |              1.2 |    17.3 |         0.9 |               0.1 |         3.3 |               0.3 |
|     080721 |    80721 |           10.421 | 14.965 | -11.709 |              1.0 |    16.2 |        20.9 |               1.4 |       120.0 |               7.6 |
|     080714 |    80714 |           17.882 |  12.54 | -60.274 |              0.8 |    33.0 |         4.2 |               0.2 |        25.0 |               0.8 |
|     080710 |    80710 |            7.219 |  0.551 |  19.484 |              1.7 |   120.0 |         1.0 |               0.2 |        14.0 |               1.5 |
|     080707 |    80707 |            8.465 |  2.175 |    33.1 |              1.4 |    27.1 |         1.0 |               0.1 |         5.2 |               0.5 |
|     080703 |    80703 |           19.004 |  6.788 | -63.211 |              1.7 |     3.4 |         1.0 |               0.2 |         2.0 |               0.2 |
|    080702B |    80702 |            1.178 | 23.708 |  -5.424 |              2.6 |    20.0 |         0.5 |               0.1 |         5.0 |               0.7 |
|    080702A |    80702 |           11.845 |  20.87 |  72.278 |              2.3 |     0.5 |         0.7 |               0.2 |        0.36 |               0.1 |
|     080701 |    80701 |           10.227 |  3.063 |  75.481 |              1.1 |    18.0 |         2.2 |               0.2 |         7.1 |               0.5 |
|     080623 |    80623 |           10.424 | 15.844 | -62.044 |              1.1 |    15.2 |         2.0 |               0.2 |        10.0 |               0.8 |
|    080613B |    80613 |            11.21 | 11.587 |  -7.102 |              0.8 |   105.0 |         2.7 |               0.2 |        58.0 |               1.5 |
|     080607 |    80607 |            6.124 | 12.998 |   15.91 |              0.8 |    79.0 |        23.1 |               0.8 |       240.0 |               0.0 |
|     080605 |    80605 |           23.799 | 17.475 |    4.01 |              0.8 |    20.0 |        19.9 |               0.5 |       133.0 |               1.5 |
|     080604 |    80604 |             7.45 | 15.797 |  20.557 |              1.5 |    82.0 |         0.4 |               0.1 |         8.0 |               0.7 |
|    080603B |    80603 |           19.637 |  11.77 |  68.061 |              0.8 |    60.0 |         3.5 |               0.2 |        24.0 |               0.8 |
|     080602 |    80602 |            1.508 |  1.278 |  -9.239 |              1.3 |    74.0 |         2.9 |               0.2 |        32.0 |               1.5 |
|     080524 |    80524 |            4.217 | 17.897 |  80.143 |              1.9 |     9.0 |         0.4 |               0.2 |         2.9 |               0.4 |
|     080523 |    80523 |           21.364 |  1.385 |  -64.06 |              1.3 |   102.0 |         0.5 |               0.1 |         8.8 |               0.8 |
|     080520 |    80520 |            22.34 | 18.679 | -54.964 |              1.8 |     2.8 |         0.5 |               0.1 |        0.55 |               0.1 |
|     080517 |    80517 |           21.381 |  6.818 |  50.741 |              1.8 |    64.6 |         0.6 |               0.2 |         5.6 |               0.9 |
|     080516 |    80516 |            0.285 |  8.044 | -26.146 |              1.6 |     5.8 |         1.8 |               0.2 |         2.6 |               0.3 |
|     080515 |    80515 |             6.02 |  0.211 |  32.564 |              1.2 |    21.0 |         3.9 |               0.5 |        20.0 |               2.3 |
|     080506 |    80506 |           17.772 | 21.964 |  38.961 |              1.9 |   150.0 |         0.4 |               0.1 |        13.0 |               1.5 |
|     080503 |    80503 |           12.437 | 19.112 |  68.803 |              2.6 |   170.0 |         0.9 |               0.1 |        20.0 |               0.8 |
|     080430 |    80430 |           19.884 | 11.022 |  51.682 |              0.8 |    16.2 |         2.6 |               0.2 |        12.0 |               0.8 |
|     080426 |    80426 |           13.389 |  1.767 |  69.469 |              0.8 |     1.7 |         4.8 |               0.2 |         3.7 |               0.2 |
|    080413B |    80413 |            8.853 | 21.743 | -19.981 |              0.8 |     8.0 |        18.7 |               0.6 |        32.0 |               0.8 |
|    080413A |    80413 |            2.905 | 19.153 | -27.677 |              0.8 |    46.0 |         5.6 |               0.2 |        35.0 |               0.8 |
|     080411 |    80411 |           21.259 |  2.531 | -71.297 |              0.8 |    56.0 |        43.2 |               0.7 |       264.0 |               0.8 |
|     080409 |    80409 |            1.382 |   5.62 |   5.078 |              1.5 |    20.2 |         3.7 |               0.2 |         6.1 |               0.5 |
|     080330 |    80330 |            3.688 | 11.285 |  30.607 |              1.4 |    61.0 |         0.9 |               0.2 |         3.4 |               0.6 |
|     080328 |    80328 |            8.051 |  5.366 |  47.523 |              0.8 |    90.6 |         5.5 |               0.2 |        94.0 |               1.5 |
|     080325 |    80325 |            4.155 | 18.527 |  36.516 |              1.5 |   128.4 |         1.4 |               0.5 |        49.0 |               3.0 |
|     080320 |    80320 |            4.627 | 11.851 |  57.162 |              1.4 |    14.0 |         0.6 |               0.1 |         2.7 |               0.3 |
|    080319D |    80319 |           17.086 |  6.632 |  23.982 |              2.0 |    24.0 |         0.1 |               0.1 |         3.2 |               0.5 |
|    080319C |    80319 |           12.432 | 17.267 |  55.393 |              0.8 |    34.0 |         5.2 |               0.2 |        36.0 |               0.8 |
|    080319A |    80319 |            5.762 | 13.757 |   44.08 |              1.3 |    64.0 |         1.2 |               0.2 |        48.0 |               3.0 |
|     080315 |    80315 |            2.417 | 10.342 |  41.701 |              2.5 |    65.0 |        0.04 |               0.0 |         1.4 |               0.4 |
|     080310 |    80310 |            8.633 | 14.669 |  -0.164 |              1.1 |   365.0 |         1.3 |               0.2 |        23.0 |               1.5 |
|     080307 |    80307 |           11.392 |  9.109 |  35.151 |              1.2 |   125.9 |         0.4 |               0.1 |         8.7 |               0.9 |
|     080303 |    80303 |            9.176 |  7.468 | -70.231 |              1.2 |    67.0 |         1.4 |               0.2 |         6.6 |               0.8 |
|    080229A |    80229 |           17.083 | 15.215 | -14.697 |              1.1 |    64.0 |         5.7 |               0.2 |        90.0 |               1.5 |
|    080218B |    80218 |           23.963 | 11.862 | -53.086 |              1.5 |     6.2 |         3.1 |               0.5 |         5.1 |               0.8 |
|    080218A |    80218 |           20.145 | 23.729 |  12.159 |              1.9 |    27.6 |         1.4 |               0.3 |         6.3 |               1.1 |
|     080212 |    80212 |           17.576 |  15.41 | -22.739 |              1.1 |   123.0 |         1.2 |               0.2 |        29.0 |               2.3 |
|     080210 |    80210 |            7.835 | 16.751 |  13.826 |              0.8 |    45.0 |         1.6 |               0.2 |        18.0 |               0.8 |
|     080207 |    80207 |           21.506 | 13.834 |   7.492 |              0.9 |   340.0 |         1.0 |               0.2 |        61.0 |               1.5 |
|     080205 |    80205 |            7.931 |  6.551 |  62.782 |              1.1 |   106.5 |         1.4 |               0.2 |        21.0 |               0.8 |
|     080130 |    80130 |           11.233 | 17.442 |  -53.19 |              2.1 |    65.0 |         0.2 |               0.1 |         7.7 |               2.1 |
|     080129 |    80129 |            6.112 |   7.02 |   -7.84 |              1.8 |    48.0 |         0.2 |               0.1 |         8.9 |               1.1 |
|     080123 |    80123 |            4.366 | 22.598 |  -64.93 |              3.1 |   115.0 |         1.8 |               0.3 |         5.7 |               1.3 |
|     071227 |    71227 |            20.23 |  3.875 | -55.959 |              1.3 |     1.8 |         1.6 |               0.2 |         2.2 |               0.2 |
|     071129 |    71129 |            0.065 | 14.669 | -26.667 |              1.7 |   420.0 |         0.9 |               0.2 |        35.0 |               2.3 |
|     071122 |    71122 |             1.39 | 18.438 |  47.102 |              1.7 |    68.7 |         0.4 |               0.2 |         5.8 |               0.8 |
|     071118 |    71118 |            8.955 | 19.989 |   70.13 |              2.0 |    71.0 |         0.3 |               0.1 |         5.0 |               0.8 |
|     071117 |    71117 |           14.835 | 22.335 | -63.442 |              0.8 |     6.6 |        11.3 |               0.3 |        24.0 |               0.8 |
|    071112C |    71112 |           18.549 |  2.615 |  28.368 |              0.8 |    15.0 |         8.0 |               0.8 |        30.0 |               3.0 |
|    071112B |    71112 |           18.392 | 17.348 | -80.884 |              1.7 |     0.3 |         1.3 |               0.2 |        0.48 |               0.1 |
|     071101 |    71101 |           17.896 |  3.212 |  62.524 |              2.0 |     9.0 |         0.4 |               0.1 |        0.76 |               0.2 |
|     071031 |    71031 |             1.11 |  0.427 | -58.048 |              1.6 |   180.0 |         0.5 |               0.1 |         9.0 |               1.0 |
|    071028B |    71028 |            2.729 | 23.611 |  -31.63 |              2.3 |    55.0 |         1.4 |               0.4 |         2.5 |               0.6 |
|    071028A |    71028 |           17.684 |  7.989 |  21.473 |              1.7 |    27.0 |         0.3 |               0.1 |         3.0 |               0.4 |
|     071025 |    71025 |            4.148 | 23.671 |  31.784 |              1.0 |   109.0 |         1.6 |               0.2 |        65.0 |               1.5 |
|     071021 |    71021 |            9.692 | 22.705 |  23.764 |              2.6 |   225.0 |         0.7 |               0.1 |        13.0 |               1.5 |
|     071020 |    71020 |            7.041 |  7.978 |  32.857 |              0.8 |     4.2 |         8.4 |               0.2 |        23.0 |               0.8 |
|     071018 |    71018 |            8.628 | 10.979 |  53.822 |              1.6 |   376.0 |         0.2 |               0.1 |        10.0 |               1.5 |
|     071013 |    71013 |           12.155 | 18.633 |  33.846 |              1.9 |    26.0 |         0.4 |               0.2 |         3.2 |               0.5 |
|     071011 |    71011 |            12.67 |   0.56 |  61.132 |              1.0 |    61.0 |         1.7 |               0.2 |        0.22 |               0.0 |
|    071010A |    71010 |            3.687 | 19.203 | -32.385 |              1.9 |     6.0 |         0.8 |               0.2 |         2.0 |               0.3 |
|     071008 |    71008 |           21.932 | 10.105 |  44.303 |              1.5 |    18.0 |         0.5 |               0.1 |         2.4 |               0.3 |
|     071006 |    71006 |            6.694 | 22.353 | -23.147 |              1.4 |    50.0 |        13.0 |               2.3 |         1.4 |               0.2 |
|     071003 |    71003 |            7.682 | 20.124 |  10.954 |              0.8 |   150.0 |         6.3 |               0.3 |        83.0 |               2.3 |
|     071001 |    71001 |            16.53 |   9.98 | -59.763 |              1.5 |    58.5 |         0.9 |               0.1 |         7.7 |               0.6 |
|     070923 |    70923 |           19.256 | 12.308 | -38.294 |              1.6 |    0.05 |         2.4 |               0.3 |         0.5 |               0.1 |
|    070920B |    70920 |           21.076 |  0.008 | -34.844 |              0.8 |    20.2 |         0.8 |               0.1 |         6.6 |               0.4 |
|    070920A |    70920 |            4.004 |  6.731 |   72.25 |              1.6 |    56.0 |         0.3 |               0.1 |         5.1 |               0.5 |
|     070917 |    70917 |            7.566 | 19.595 |    2.42 |              0.8 |     7.3 |         8.5 |               0.2 |        20.0 |               0.8 |
|     070913 |    70913 |            0.612 | 15.249 | -24.278 |              1.3 |     3.2 |         1.4 |               0.2 |         2.5 |               0.2 |
|     070911 |    70911 |            5.962 |  1.721 | -33.484 |              1.1 |   162.0 |         3.9 |               0.2 |       120.0 |               1.5 |
|    070810B |    70810 |           15.321 |  0.597 |   8.822 |              1.9 |    0.08 |         1.8 |               0.3 |        0.12 |               0.0 |
|    070810A |    70810 |            2.198 | 12.663 |  10.747 |              1.0 |    11.0 |         1.9 |               0.2 |         6.9 |               0.5 |
|     070809 |    70809 |           19.371 | 13.584 | -22.119 |              1.3 |     1.3 |         1.2 |               0.2 |         1.0 |               0.1 |
|     070808 |    70808 |           18.467 |  0.451 |    1.18 |              0.9 |    32.0 |         2.0 |               0.2 |        12.0 |               0.8 |
|     070805 |    70805 |           19.929 | 16.337 | -59.957 |              1.1 |    31.0 |         0.7 |               0.2 |         7.2 |               0.6 |
|     070802 |    70802 |            7.124 |   2.46 | -55.517 |              1.5 |    16.4 |         0.4 |               0.1 |         2.8 |               0.4 |
|     070731 |    70731 |            9.556 | 21.905 |  -15.74 |              1.4 |     2.9 |         1.2 |               0.2 |         1.6 |               0.2 |
|     070729 |    70729 |            0.431 |  3.753 |  -39.33 |              1.7 |     0.9 |         1.0 |               0.2 |         1.0 |               0.2 |
|    070724A |    70724 |           10.897 |  1.855 |  -18.61 |              0.9 |     0.4 |         1.0 |               0.2 |         0.3 |               0.1 |
|    070721B |    70721 |           10.563 |  2.209 |  -2.198 |              0.9 |   340.0 |         1.5 |               0.2 |        36.0 |               1.5 |
|    070721A |    70721 |           10.019 |   0.21 |  -28.53 |              1.7 |     3.4 |         0.7 |               0.1 |        0.71 |               0.1 |
|    070714B |    70714 |            4.991 |  3.857 |  28.294 |              1.1 |    64.0 |         2.7 |               0.2 |         7.2 |               0.7 |
|    070714A |    70714 |            3.342 |  2.862 |  30.241 |              1.0 |     2.0 |         1.8 |               0.2 |         1.5 |               0.2 |
|     070704 |    70704 |           20.099 | 23.647 |  66.257 |              1.2 |   380.0 |         2.1 |               0.2 |        59.0 |               2.3 |
|     070628 |    70628 |           14.684 |  7.685 | -20.281 |              1.0 |    39.1 |         5.1 |               0.2 |        35.0 |               1.5 |
|     070621 |    70621 |           23.294 | 21.587 | -24.809 |              0.8 |    33.3 |         2.5 |               0.2 |        43.0 |               0.8 |
|     070616 |    70616 |           16.493 |   2.14 |  56.946 |              2.0 |   402.4 |        1.93 |               0.1 |       192.0 |               2.6 |
|    070612B |    70612 |            6.355 | 17.448 |  -8.747 |              0.8 |    13.5 |        2.47 |               0.3 |        16.8 |               0.9 |
|    070612A |    70612 |            2.646 |   8.09 |  37.258 |              1.1 |   368.8 |        1.51 |               0.3 |       106.0 |               4.5 |
|     070611 |    70611 |            1.954 |  0.134 | -29.756 |              1.4 |    12.2 |        0.82 |               0.2 |        3.91 |               0.4 |
|     070531 |    70531 |            2.172 |  0.448 |  74.315 |              1.3 |    44.5 |         1.0 |               0.2 |        10.8 |               1.0 |
|     070529 |    70529 |           12.808 | 18.914 |  20.648 |              1.3 |   109.2 |        1.43 |               0.3 |        25.7 |               1.9 |
|     070521 |    70521 |            6.853 | 16.177 |   30.26 |              0.8 |    37.9 |        6.53 |               0.2 |        80.1 |               1.3 |
|    070520B |    70520 |           17.748 |  8.126 |  57.588 |              1.4 |    65.8 |        0.43 |               0.1 |        9.25 |               0.8 |
|    070520A |    70520 |           13.086 | 12.884 |  75.005 |              1.7 |    18.1 |        0.44 |               0.1 |         2.5 |               0.4 |
|     070518 |    70518 |           14.439 | 16.948 |  55.289 |              1.4 |     5.5 |        0.68 |               0.1 |        1.62 |               0.2 |
